21,http://www.industry.gov.au/_vti_bin/BusinessDataCatalog.asmx?wsdl,industry.gov.au,210.193.176.79,Australia,3535908943,AS17477 Macquarie Telecom,-35.276,149.1344
95,http://www.arikan.at/axis/services/CountryService?wsdl,arikan.at,64.15.156.118,Austria,1074764918,AS32613 iWeb Technologies Inc.,45.5,-73.5833
189,http://bases.bvs.br/webservices/index.php?wsdl,bases.bvs.br,200.10.179.41,Brazil,3356144425,AS1251 Fundacao de Amparo a Pesquisa do Estado de Sao Pau,-23.4733,-46.6658
28,http://www.tourism.wa.gov.au/WA_Tourism_Network/_vti_bin/UserProfileService.asmx?wsdl,tourism.wa.gov.au,203.153.245.135,Australia,3415864711,AS9822 Amnet IT Services Pty Ltd,-31.9522,115.8614
178,http://hidroweb.ana.gov.br/fcthservices/mma.asmx?WSDL,ana.gov.br,177.69.158.132,Brazil,2974129796,null,-15.7833,-47.9167
278,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINRefNCBI2FASTA,biordf.net,96.49.108.226,Canada,1613851874,AS6327 Shaw Communications Inc.,49.25,-123.1333
226,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINFASTA2NBRF,biordf.net,96.49.108.226,Canada,1613851874,AS6327 Shaw Communications Inc.,49.25,-123.1333
240,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINRefCLUSTAL2FASTA,biordf.net,96.49.108.226,Canada,1613851874,AS6327 Shaw Communications Inc.,49.25,-123.1333
257,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINFASTA2JACKKNIFERNON,biordf.net,96.49.108.226,Canada,1613851874,AS6327 Shaw Communications Inc.,49.25,-123.1333
292,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINRefFASTA2JACKKNIFER,biordf.net,96.49.108.226,Canada,1613851874,AS6327 Shaw Communications Inc.,49.25,-123.1333
279,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNANEXUS2FASTA,biordf.net,96.49.108.226,Canada,1613851874,AS6327 Shaw Communications Inc.,49.25,-123.1333
291,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNARefJACKNIFERNON2FASTA,biordf.net,96.49.108.226,Canada,1613851874,AS6327 Shaw Communications Inc.,49.25,-123.1333
331,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNANCBI2FASTA,biordf.net,96.49.108.226,Canada,1613851874,AS6327 Shaw Communications Inc.,49.25,-123.1333
167,http://www.innovatti.com.br/_vti_bin/search.asmx?wsdl,innovatti.com.br,200.212.125.99,Brazil,3369368931,AS4230 Embratel,-10,-55
122,http://www.g-o.be/_vti_bin/BusinessDataCatalog.asmx?wsdl,g-o.be,null,Belgium,0,null,null,null
159,http://marinespecies.org/aphia.php?p=soap&wsdl=1,marinespecies.org,193.191.134.5,Belgium,3250554373,"AS2611 AS for BELNET, The Belgian National Research and Education Network",50.8333,4
138,http://www.idtdna.com/AnalyzerService/AnalyzerService.asmx?WSDL,idtdna.com,67.130.12.43,United States,1132596267,"AS209 Qwest Communications Company, LLC",45.1708,-93.5758
284,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINJACKNIFERNON2FASTA,biordf.net,96.49.108.226,Canada,1613851874,AS6327 Shaw Communications Inc.,49.25,-123.1333
107,http://dconx.biz/messages.asmx?WSDL,dconx.biz,193.56.137.12,France,3241707788,AS15846 Autonomous System,48.6328,2.4405
