131,http://www.u2u.info/_vti_bin/Authentication.asmx?wsdl,u2u.info,null,Belgium,0,null,null,null
244,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNARefNBRF2FASTA,biordf.net,96.49.108.226,Canada,1613851874,AS6327 Shaw Communications Inc.,49.25,-123.1333
56,http://maps.nsw.gov.au/wsdl/AddressSearch.wsdl,maps.nsw.gov.au,203.57.8.27,Australia,3409512475,AS17668 Soul Pattinson Telecommunications Pty Ltd,-33.4708,149.6033
39,http://www.abn.business.gov.au/abrxmlpubsub/ABRXMLPubSub.asmx?WSDL,business.gov.au,210.193.176.122,Australia,3535908986,AS17477 Macquarie Telecom,-35.276,149.1344
59,http://www.myboot.com.au/webservice/myboot/suburb/picker.asmx?WSDL,myboot.com.au,5.9.147.18,Australia,84513554,null,51,9
165,http://www.vladars.net/sr-SP-Cyrl/_vti_bin/Authentication.asmx?wsdl,vladars.net,80.87.254.4,Bosnia and Herzegovina,1347943940,AS16145 LANACO INECCO ISP,44.7784,17.1939
316,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNAFASTA2SWISS,biordf.net,96.49.108.226,Canada,1613851874,AS6327 Shaw Communications Inc.,49.25,-123.1333
49,http://www.mp3.com.au/WebServices/GalleryService.asmx?WSDL,mp3.com.au,50.23.104.22,Australia,840394774,null,37.3394,-121.895
114,http://www.allesheute.at/kinoimport/import.asmx?WSDL,allesheute.at,212.72.171.211,Austria,3561532371,AS8893 Artfiles New Media GmbH,51,9
218,http://biomoby.org/services/wsdl/icapture.ubc.ca/Gene2Ontology,biordf.net,96.49.108.226,Canada,1613851874,AS6327 Shaw Communications Inc.,49.25,-123.1333
181,http://www.checkexpress.com.br/ws_office_bacen/registration.asmx?WSDL,checkexpress.com.br,200.162.48.134,Brazil,3366072454,AS15180 Diveo do Brasil Telecomunicacoes Ltda,-23.4733,-46.6658
246,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINRefGCG2FASTA,biordf.net,96.49.108.226,Canada,1613851874,AS6327 Shaw Communications Inc.,49.25,-123.1333
307,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNARefFASTA2FASTA,biordf.net,96.49.108.226,Canada,1613851874,AS6327 Shaw Communications Inc.,49.25,-123.1333
333,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINRefEMBL2FASTA,biordf.net,96.49.108.226,Canada,1613851874,AS6327 Shaw Communications Inc.,49.25,-123.1333
124,http://www.g-o.be/_vti_bin/Authentication.asmx?wsdl,g-o.be,null,Belgium,0,null,null,null
161,http://www.spotter.be/Tech/MakeTickerData.asmx?wsdl,spotter.be,212.123.12.136,Belgium,3564833928,AS6848 Telenet Operaties N.V.,50.9333,4.4333
327,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINRefACEDB2FASTA,biordf.net,96.49.108.226,Canada,1613851874,AS6327 Shaw Communications Inc.,49.25,-123.1333
256,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINNCBI2FASTA,biordf.net,96.49.108.226,Canada,1613851874,AS6327 Shaw Communications Inc.,49.25,-123.1333
321,http://biomoby.org/services/wsdl/bioinfo.icapture.ubc.ca/BIND_IdSearchGetGOTermsByTrEmblId,biordf.net,96.49.108.226,Canada,1613851874,AS6327 Shaw Communications Inc.,49.25,-123.1333
199,http://suporte.infomed.inf.br/desenvtiss/Services/tissTransmiteMensagem.asmx?WSDL,infomed.inf.br,200.249.177.3,Brazil,3371806979,AS4230 Embratel,-7.1167,-34.8667
294,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/revseqProteinFASTA2FASTA,biordf.net,96.49.108.226,Canada,1613851874,AS6327 Shaw Communications Inc.,49.25,-123.1333
176,http://www.bvsalud.org/apps/basesws/index.php?wsdl,bvsalud.org,200.10.179.43,Brazil,3356144427,AS1251 Fundacao de Amparo a Pesquisa do Estado de Sao Pau,-23.4733,-46.6658
249,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINRefNEXUSNON2FASTA,biordf.net,96.49.108.226,Canada,1613851874,AS6327 Shaw Communications Inc.,49.25,-123.1333
285,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNARefIG2FASTA,biordf.net,96.49.108.226,Canada,1613851874,AS6327 Shaw Communications Inc.,49.25,-123.1333
251,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNARefFASTA2STRIDER,biordf.net,96.49.108.226,Canada,1613851874,AS6327 Shaw Communications Inc.,49.25,-123.1333
4,http://ewave.no-ip.com/ECallws/BuyerData.asmx?WSDL,no-ip.com,8.23.224.110,United States,135782510,AS3356  Level 3 Communications,38,-97
183,http://www.comunique-se.com.br/webDistribuidor.asmx?WSDL,comunique-se.com.br,200.255.218.70,Brazil,3372210758,AS4230 Embratel,-10,-55
174,http://sistemas.sefaz.ba.gov.br/webservices/CL/wsCFP.asmx?WSDL,ba.gov.br,null,Brazil,0,null,null,null
188,http://sngpc.anvisa.gov.br/webservice/sngpc.asmx?WSDL,anvisa.gov.br,200.198.201.69,Brazil,3368470853,AS10954 Empresa do MinistòAio da Fazenda,-15.7833,-47.9167
224,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNAIG2FASTA,biordf.net,96.49.108.226,Canada,1613851874,AS6327 Shaw Communications Inc.,49.25,-123.1333
22,http://www.industry.gov.au/_vti_bin/People.asmx?wsdl,industry.gov.au,210.193.176.79,Australia,3535908943,AS17477 Macquarie Telecom,-35.276,149.1344
119,http://wartung.priso.net/Service1.asmx?WSDL,priso.net,null,Austria,0,null,null,null
306,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNANBRF2FASTA,biordf.net,96.49.108.226,Canada,1613851874,AS6327 Shaw Communications Inc.,49.25,-123.1333
338,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINRefMEGA2FASTA,biordf.net,96.49.108.226,Canada,1613851874,AS6327 Shaw Communications Inc.,49.25,-123.1333
335,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINRefFASTA2NEXUS,biordf.net,96.49.108.226,Canada,1613851874,AS6327 Shaw Communications Inc.,49.25,-123.1333
192,http://www.bvsaude.org/apps/basesws/index.php?wsdl,bvsaude.org,null,Brazil,0,null,null,null
180,http://estrela.angeloni.com.br:8888/estrela/ws/jws/TesteWS.jws?wsdl,angeloni.com.br,186.251.38.9,Brazil,3137021449,null,-10,-55
243,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNAFASTA2NEXUS,biordf.net,96.49.108.226,Canada,1613851874,AS6327 Shaw Communications Inc.,49.25,-123.1333
140,http://www.vlm.be/_vti_bin/WebPartPages.asmx?wsdl,vlm.be,193.58.158.206,Belgium,3241844430,"AS2611 AS for BELNET, The Belgian National Research and Education Network",50.8333,4
277,http://biomoby.org/services/wsdl/bioinfo.icapture.ubc.ca/BIND_IdSearchGetFastaByTairId,biordf.net,96.49.108.226,Canada,1613851874,AS6327 Shaw Communications Inc.,49.25,-123.1333
186,http://200.140.194.54/wspcceBarranquilla/wspcce.asmx?WSDL,200.140.194.54,200.140.194.54,Brazil,3364667958,AS8167 Telecomunicacoes de Santa Catarina SA,-25.55,-54.5833
271,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINFASTA2EMBL,biordf.net,96.49.108.226,Canada,1613851874,AS6327 Shaw Communications Inc.,49.25,-123.1333
148,http://kbcactions.microsite.be/festivals09/service.asmx?WSDL,microsite.be,null,Belgium,0,null,null,null
293,http://biomoby.org/services/wsdl/bioinfo.icapture.ubc.ca/BIND_IdSearchGetGOTermsBySmartId,biordf.net,96.49.108.226,Canada,1613851874,AS6327 Shaw Communications Inc.,49.25,-123.1333
52,http://webservices.seek.com.au/FastLanePlus.asmx?wsdl,seek.com.au,202.58.38.95,Australia,3392808543,AS9667 Hostworks Pty Ltd,-27,133
232,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNARefMEGA2FASTA,biordf.net,96.49.108.226,Canada,1613851874,AS6327 Shaw Communications Inc.,49.25,-123.1333
150,http://mercedesdreamfactory.microsite.be/ws/ws.asmx?WSDL,microsite.be,null,Belgium,0,null,null,null
337,http://biomoby.org/services/wsdl/atidb.org/getTranscriptCodesByAGICode,biordf.net,96.49.108.226,Canada,1613851874,AS6327 Shaw Communications Inc.,49.25,-123.1333
235,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINPIR2FASTA,biordf.net,96.49.108.226,Canada,1613851874,AS6327 Shaw Communications Inc.,49.25,-123.1333
310,http://biomoby.org/services/wsdl/antirrhinum.net/DragonDB_TBLASTN,biordf.net,96.49.108.226,Canada,1613851874,AS6327 Shaw Communications Inc.,49.25,-123.1333
207,http://www.bireme.br/apps/basesws/index.php?wsdl,www.bireme.br,200.10.179.43,Brazil,3356144427,AS1251 Fundacao de Amparo a Pesquisa do Estado de Sao Pau,-23.4733,-46.6658
48,http://www.mp3.com.au/WebServices/PlayerService.asmx?WSDL,mp3.com.au,50.23.104.22,Australia,840394774,null,37.3394,-121.895
132,http://tomcat.esat.kuleuven.be/axis/services/Version?wsdl,kuleuven.be,134.58.64.15,Belgium,2251964431,"AS2611 AS for BELNET, The Belgian National Research and Education Network",50.8833,4.7
269,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNARefFASTA2NEXUS,biordf.net,96.49.108.226,Canada,1613851874,AS6327 Shaw Communications Inc.,49.25,-123.1333
128,http://www.sra.nl/_vti_bin/Authentication.asmx?wsdl,sra.nl,213.154.250.200,Belgium,3583703752,AS12859 BIT BV,52.5,5.75
250,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretDNAFASTA2EMBL,biordf.net,96.49.108.226,Canada,1613851874,AS6327 Shaw Communications Inc.,49.25,-123.1333
7,http://www.utn.edu.ar/WebServices/WSAcademico.asmx?WSDL,utn.edu.ar,null,Argentina,0,null,-45.5881,-69.07
77,http://www.interpro.com.au/JobsliveWS/RandomJobPicker.asmx?WSDL,interpro.com.au,203.34.3.7,Australia,3408003847,AS17477 Macquarie Telecom,-33.8615,151.2055
185,http://www.scielo.br/webservices/indexBVS.php?wsdl,www.scielo.br,200.136.72.9,Brazil,3364374537,AS1251 Fundacao de Amparo a Pesquisa do Estado de Sao Pau,-10,-55
35,http://www.stpatricks.qld.edu.au/_vti_bin/People.asmx?wsdl,stpatricks.qld.edu.au,110.232.140.115,Australia,1860734067,null,-33.8615,151.2055
47,http://api.godo.com.au/soap/v1_00/order.cfc?WSDL,godo.com.au,202.125.108.41,Australia,3397217321,AS55481 Wotif.com Holdings Limited,-27,133
325,http://biomoby.org/services/wsdl/atidb.org/getGOAccsByAGICode,biordf.net,96.49.108.226,Canada,1613851874,AS6327 Shaw Communications Inc.,49.25,-123.1333
195,http://shopping.correios.com.br/wbm/shopping/script/consultarfrete.asmx?WSDL,correios.com.br,200.252.60.80,Brazil,3371973712,AS4230 Embratel,-10,-55
33,http://www.westernaustralia.com/de/_vti_bin/People.asmx?wsdl,westernaustralia.com,203.153.245.134,Germany,3415864710,AS9822 Amnet IT Services Pty Ltd,-31.9522,115.8614
123,http://www.g-o.be/_vti_bin/People.asmx?wsdl,g-o.be,null,Belgium,0,null,null,null
221,http://biomoby.org/services/wsdl/soaplab.icapture.ubc.ca/seqretPROTEINRefNBRF2FASTA,biordf.net,96.49.108.226,Canada,1613851874,AS6327 Shaw Communications Inc.,49.25,-123.1333
99,http://www.arikan.at/axis/services/urn:cominfo?wsdl,arikan.at,64.15.156.118,Austria,1074764918,AS32613 iWeb Technologies Inc.,45.5,-73.5833
301,http://biomoby.org/services/wsdl/bioinfo.icapture.ubc.ca/convertKeggGeneId2PDBId,biordf.net,96.49.108.226,Canada,1613851874,AS6327 Shaw Communications Inc.,49.25,-123.1333
81,http://www.secureparking.com.au/CarsService.asmx?WSDL,secureparking.com.au,27.121.104.110,Australia,460941422,AS23992 Offis Pty Ltd,-27,133
68,http://www.taet.com.au/Web+Service+Agent.nsf/DirectoryWSDL,taet.com.au,null,Australia,0,null,null,null
58,http://www.myboot.com.au/webservice/shared/galleries/resources.asmx?WSDL,myboot.com.au,5.9.147.18,Australia,84513554,null,51,9
